user_id,signup_date,acquisition_channel,device_type,country,plan_type,funnel_stage,session_count,session_duration_min,features_used,support_tickets,user_feedback,satisfaction_score,upgraded,churned,onboarding_completed,bugs_reported,referral_count,trial_days_left,last_active_days
813,2025-04-11,Organic,Mobile,India,Premium,Upgrade,21.0,79.0,8.0,1.0,Very intuitive UI,5.0,1,0,1,1.0,0.0,0.0,22.0
814,2025-02-15,Organic,Mobile,Germany,Free,Onboarding,4.0,22.0,1.0,1.0,Still exploring features,2.6,0,1,1,0.0,0.0,0.0,2.0
815,2025-03-16,Organic,Tablet,USA,Free,Sign-up,2.0,22.0,0.0,0.0,No dark mode,,0,1,0,,0.0,0.0,7.0
816,2025-06-17,Organic,Mobile,India,Free,First Feature Use,6.0,40.0,3.0,0.0,Haven't used all features yet,3.4,0,1,1,2.0,0.0,0.0,19.0
817,2025-05-21,Paid,Mobile,India,Free,Landing,2.0,10.0,0.0,0.0,Cannot customize reports enough,1.5,0,1,0,1.0,0.0,0.0,1.0
818,2026-03-02,Paid,Desktop,USA,Free,Onboarding,5.0,22.0,3.0,0.0,Not blown away but not disappointed,2.9,0,1,1,0.0,0.0,0.0,10.0
819,2025-03-23,Paid,Mobile,India,Free,Sign-up,4.0,23.0,0.0,0.0,Could be better but not terrible,3.3,0,1,0,0.0,0.0,0.0,4.0
820,2025-01-20,Organic,Mobile,USA,Free,Landing,2.0,11.0,0.0,0.0,Cannot customize reports enough,2.5,0,1,0,0.0,0.0,0.0,2.0
821,2025-11-27,Organic,Mobile,USA,Free,First Feature Use,10.0,48.0,,1.0,Best SaaS tool I've used,4.6,0,1,1,0.0,0.0,0.0,1.0
822,2025-08-07,Paid,Mobile,Canada,Free,Onboarding,4.0,34.0,2.0,0.0,Learning curve is medium,2.8,0,1,1,0.0,0.0,0.0,9.0
823,2026-03-09,Paid,Mobile,USA,Free,Onboarding,6.0,42.0,1.0,0.0,Good enough for my use case,3.6,0,1,1,0.0,0.0,0.0,10.0
824,2025-11-10,Organic,Desktop,UK,Free,Landing,1.0,14.0,0.0,0.0,Customer support unhelpful,1.7,0,1,0,0.0,0.0,0.0,3.0
825,2025-08-27,Paid,Tablet,India,Free,Landing,1.0,13.0,0.0,0.0,No offline access,1.5,0,1,0,0.0,0.0,0.0,2.0
826,2025-04-30,Organic,Desktop,Canada,Basic,Upgrade,20.0,120.0,12.0,0.0,Love the reporting features,4.1,1,0,1,0.0,0.0,0.0,18.0
827,2025-02-19,Organic,Mobile,Germany,Free,First Feature Use,10.0,57.0,5.0,0.0,The dashboard analytics are extremely useful,5.0,0,1,1,0.0,1.0,0.0,8.0
828,2025-08-21,Paid,Mobile,UK,Free,Sign-up,3.0,10.0,0.0,0.0,Meets minimum requirements,3.2,0,1,0,0.0,0.0,0.0,1.0
829,2025-09-25,Organic,Mobile,UK,Basic,Onboarding,4.0,44.0,2.0,0.0,Not sure if I'll continue,3.3,0,0,1,0.0,1.0,11.0,3.0
830,2026-01-29,Paid,Mobile,USA,Free,Sign-up,2.0,11.0,0.0,0.0,Email notifications are spammy,1.7,0,1,0,,0.0,0.0,1.0
831,2025-09-15,Organic,Mobile,USA,Free,Onboarding,3.0,37.0,3.0,0.0,Will decide after trial ends,2.9,0,1,1,0.0,0.0,,5.0
832,2025-10-29,Organic,Desktop,Germany,Free,First Feature Use,9.0,36.0,4.0,2.0,Feature updates are frequent and useful,4.9,0,1,1,1.0,1.0,0.0,16.0
833,2025-01-16,Organic,Mobile,India,Free,Landing,1.0,6.0,0.0,1.0,Frequent downtime,2.2,0,1,0,0.0,0.0,0.0,4.0
834,2025-12-12,Referral,Mobile,USA,Free,Sign-up,3.0,24.0,0.0,2.0,Ok for basic use,2.9,0,1,0,0.0,0.0,0.0,7.0
835,2025-05-07,Paid,Mobile,USA,Basic,First Feature Use,11.0,59.0,6.0,2.0,Reporting module saves a lot of time,4.8,0,0,1,0.0,1.0,4.0,10.0
836,2025-06-27,Referral,Mobile,Germany,Free,Sign-up,3.0,24.0,1.0,0.0,No strong opinion yet,3.9,0,1,0,1.0,0.0,0.0,5.0
837,2026-03-16,Paid,Desktop,India,Free,Landing,1.0,11.0,0.0,0.0,UI feels outdated,1.9,0,1,0,2.0,0.0,0.0,6.0
838,2025-10-30,Paid,Tablet,USA,Basic,Upgrade,10.0,144.0,17.0,0.0,Data export works perfectly,4.3,1,0,1,1.0,0.0,0.0,25.0
839,2026-01-04,Organic,Mobile,UK,Free,Sign-up,4.0,17.0,,0.0,Nothing exceptional,2.8,0,1,0,0.0,0.0,0.0,3.0
840,2026-01-31,Organic,Mobile,USA,Free,First Feature Use,6.0,51.0,4.0,1.0,Not blown away but not disappointed,3.5,0,1,1,1.0,0.0,0.0,17.0
841,2025-02-18,Organic,Tablet,India,Free,Landing,1.0,6.0,0.0,0.0,Mobile UI is cluttered,1.2,0,1,0,0.0,0.0,0.0,1.0
842,2025-02-19,Organic,Desktop,UK,Free,First Feature Use,7.0,38.0,6.0,2.0,Average experience so far,3.7,0,1,1,0.0,1.0,0.0,13.0
843,2025-11-19,Paid,Tablet,India,Free,Onboarding,4.0,21.0,3.0,0.0,"Works as expected, nothing special",2.6,0,1,1,1.0,0.0,0.0,11.0
844,2025-05-06,Organic,Mobile,USA,Premium,Upgrade,17.0,107.0,10.0,0.0,Simple and effective design,4.5,1,0,1,0.0,1.0,0.0,22.0
845,2026-01-21,Organic,Mobile,USA,Free,Onboarding,7.0,36.0,2.0,0.0,Need more time before upgrading,2.6,0,1,1,0.0,1.0,0.0,11.0
846,2025-02-08,Organic,Mobile,USA,Free,Landing,1.0,,0.0,0.0,The onboarding tutorial was confusing,1.2,0,1,0,0.0,0.0,0.0,6.0
847,2025-03-22,Organic,Mobile,Germany,Free,Landing,1.0,13.0,0.0,0.0,Email notifications are spammy,1.4,0,1,0,,0.0,0.0,6.0
848,2025-09-24,Paid,Desktop,Germany,Free,Landing,2.0,13.0,0.0,0.0,Cannot customize reports enough,1.9,0,1,0,0.0,0.0,0.0,1.0
849,2025-10-14,Referral,Mobile,India,Free,Onboarding,6.0,31.0,3.0,0.0,Meets minimum requirements,2.9,0,1,1,0.0,0.0,0.0,12.0
850,2025-05-07,Organic,Mobile,Germany,Basic,Onboarding,6.0,41.0,,3.0,Still evaluating whether premium is worth it,3.1,0,1,1,0.0,0.0,13.0,6.0
851,2025-03-07,Organic,Mobile,India,Free,Landing,1.0,5.0,0.0,0.0,Data sync is unreliable,1.4,0,1,0,0.0,0.0,0.0,4.0
852,2025-05-21,Organic,Desktop,USA,Free,Onboarding,6.0,36.0,3.0,1.0,Good enough for my use case,3.5,0,1,1,1.0,0.0,0.0,6.0
853,2025-07-26,Referral,Mobile,India,Free,Landing,2.0,5.0,0.0,0.0,Data sync is unreliable,2.1,0,1,0,0.0,0.0,0.0,5.0
854,2025-07-25,Organic,Mobile,USA,Free,Sign-up,2.0,11.0,1.0,0.0,UI feels outdated,1.3,0,1,0,0.0,0.0,0.0,2.0
855,2025-09-16,Paid,Desktop,USA,Free,Onboarding,3.0,21.0,2.0,1.0,Nothing exceptional,2.7,0,1,1,1.0,1.0,0.0,4.0
856,2026-01-26,Paid,Mobile,USA,Free,Landing,2.0,11.0,0.0,0.0,The onboarding tutorial was confusing,1.8,0,1,0,0.0,0.0,0.0,6.0
857,2025-10-15,Organic,Mobile,USA,Free,Landing,1.0,14.0,0.0,0.0,Pricing feels too expensive,2.4,0,1,0,1.0,0.0,0.0,4.0
858,2026-04-08,Organic,Mobile,India,Free,Landing,1.0,6.0,0.0,,Mobile UI is cluttered,2.0,0,1,0,0.0,0.0,0.0,6.0
859,2025-05-05,Organic,Desktop,USA,Free,Onboarding,4.0,41.0,1.0,1.0,Similar to other tools,3.3,0,1,1,0.0,1.0,0.0,9.0
860,2026-03-18,Referral,Desktop,USA,Premium,Upgrade,21.0,83.0,9.0,0.0,Analytics dashboard is insightful,4.2,1,0,1,0.0,0.0,0.0,7.0
861,2026-04-17,Paid,Desktop,India,Premium,Upgrade,24.0,61.0,14.0,0.0,Feature updates are frequent and useful,5.0,1,0,1,0.0,1.0,0.0,2.0
862,2025-10-02,Paid,Tablet,India,Free,First Feature Use,7.0,46.0,7.0,0.0,Will evaluate again next month,3.4,0,1,1,0.0,0.0,0.0,15.0
863,2026-03-11,Paid,Tablet,UK,Premium,Upgrade,15.0,62.0,15.0,2.0,Feature updates are frequent and useful,4.4,1,0,1,1.0,0.0,0.0,18.0
864,2026-02-11,Paid,Desktop,USA,Basic,Upgrade,13.0,96.0,13.0,,Support team solved my issue quickly,4.0,1,0,1,0.0,0.0,0.0,8.0
865,2025-11-02,Paid,Mobile,USA,Free,Sign-up,3.0,13.0,1.0,0.0,Still evaluating whether premium is worth it,3.0,0,1,0,0.0,0.0,0.0,9.0
866,2025-02-20,Organic,Desktop,India,Free,Sign-up,3.0,13.0,,0.0,Not sure if I'll continue,3.2,0,1,0,1.0,0.0,0.0,4.0
867,2026-01-30,Organic,Mobile,India,Free,Landing,2.0,8.0,0.0,0.0,Pricing too high for small businesses,2.5,0,1,0,0.0,0.0,0.0,5.0
868,2025-12-19,Organic,Tablet,USA,Free,Sign-up,4.0,17.0,1.0,0.0,Need more time before upgrading,2.7,0,1,0,1.0,0.0,0.0,2.0
869,2025-03-07,Paid,Desktop,Canada,Free,First Feature Use,9.0,54.0,4.0,0.0,Onboarding tutorial was straightforward,4.8,0,1,1,2.0,0.0,0.0,16.0
870,2026-02-23,Organic,Mobile,USA,Premium,Upgrade,23.0,130.0,15.0,0.0,Saves me hours every week,4.3,1,0,1,1.0,0.0,0.0,3.0
871,2025-11-21,Paid,Mobile,USA,Free,Sign-up,3.0,23.0,0.0,0.0,Haven't used all features yet,3.0,0,1,0,0.0,0.0,0.0,4.0
872,2025-10-29,Organic,Mobile,USA,Basic,First Feature Use,10.0,67.0,4.0,1.0,Saves me hours every week,4.3,0,0,1,0.0,0.0,3.0,11.0
873,2025-02-22,Referral,Mobile,USA,Free,Sign-up,4.0,11.0,0.0,0.0,Similar to other tools,3.5,0,1,0,0.0,0.0,0.0,7.0
874,2025-04-28,Organic,Mobile,Canada,Free,Landing,1.0,12.0,0.0,0.0,Steep learning curve,1.2,0,1,0,0.0,0.0,0.0,2.0
875,2025-07-07,Organic,Mobile,USA,Free,First Feature Use,11.0,44.0,4.0,1.0,Highly recommend to other teams,4.2,0,1,1,1.0,0.0,0.0,11.0
876,2026-03-12,Referral,Mobile,USA,Free,Landing,2.0,10.0,0.0,0.0,No offline access,2.2,0,1,0,0.0,0.0,0.0,5.0
877,2025-04-20,Organic,Desktop,USA,Free,Landing,1.0,12.0,0.0,0.0,Support response time is slow,1.4,0,1,0,0.0,0.0,0.0,
878,2026-04-08,Referral,Mobile,USA,Free,First Feature Use,6.0,32.0,4.0,0.0,Average experience so far,3.1,0,1,1,0.0,0.0,0.0,9.0
879,2025-05-29,Organic,Mobile,USA,Free,Sign-up,2.0,19.0,0.0,0.0,Email notifications are spammy,1.9,0,1,0,0.0,0.0,0.0,5.0
880,2026-04-16,Organic,Mobile,USA,Free,Sign-up,3.0,20.0,0.0,0.0,Will decide after trial ends,2.8,0,1,0,,0.0,0.0,1.0
881,2025-01-26,Paid,Desktop,USA,Free,Sign-up,3.0,24.0,1.0,0.0,Similar to other tools,3.7,0,1,0,0.0,1.0,0.0,9.0
882,2025-03-11,Referral,Mobile,UK,Free,Onboarding,5.0,39.0,2.0,1.0,It's fine for now,2.8,0,1,1,0.0,0.0,0.0,5.0
883,2025-10-08,Organic,Mobile,India,Premium,Upgrade,19.0,93.0,8.0,0.0,Very intuitive UI,4.0,1,0,1,0.0,0.0,0.0,15.0
884,2025-07-21,Referral,Desktop,India,Basic,First Feature Use,7.0,58.0,4.0,0.0,Haven't used all features yet,2.8,0,0,1,0.0,0.0,5.0,13.0
885,2025-04-14,Paid,Mobile,UK,Basic,Onboarding,5.0,26.0,3.0,0.0,"Works as expected, nothing special",2.9,0,0,1,1.0,0.0,8.0,6.0
886,2025-10-31,Referral,Mobile,USA,Premium,Upgrade,10.0,132.0,16.0,0.0,Highly recommend to other teams,4.7,1,0,1,1.0,0.0,0.0,23.0
887,2025-02-28,Organic,Mobile,Germany,Free,Sign-up,4.0,20.0,1.0,0.0,Need more time before upgrading,3.3,0,1,0,0.0,0.0,0.0,2.0
888,2026-04-25,Organic,Desktop,USA,Free,Landing,2.0,7.0,0.0,0.0,Support response time is slow,1.5,0,1,0,0.0,0.0,0.0,3.0
889,2025-11-18,Referral,Desktop,USA,Free,Sign-up,2.0,17.0,1.0,0.0,Steep learning curve,1.4,0,1,0,0.0,0.0,0.0,1.0
890,2025-10-10,Referral,Desktop,UK,Free,Sign-up,2.0,18.0,0.0,0.0,Mobile UI is cluttered,1.8,0,1,0,0.0,1.0,0.0,6.0
891,2026-04-05,Paid,Mobile,India,Free,Landing,2.0,5.0,0.0,0.0,Missing key features compared to competitors,2.3,0,1,0,0.0,0.0,,1.0
892,2025-06-04,Organic,Desktop,USA,Free,Landing,2.0,9.0,0.0,1.0,Billing system is confusing,2.2,0,1,0,0.0,0.0,0.0,6.0
893,2025-01-07,Organic,Mobile,USA,Free,Landing,2.0,12.0,0.0,0.0,Trial period too short,1.3,0,1,0,0.0,0.0,0.0,3.0
894,2025-08-12,Paid,Mobile,USA,Free,Landing,2.0,8.0,0.0,0.0,No dark mode,1.9,0,1,0,0.0,0.0,0.0,2.0
895,2025-01-22,Organic,Mobile,India,Free,Landing,2.0,8.0,0.0,0.0,Mobile UI is cluttered,2.1,0,1,0,0.0,0.0,0.0,1.0
896,2025-01-21,Organic,Desktop,USA,Free,Sign-up,4.0,10.0,0.0,0.0,Not blown away but not disappointed,3.1,0,1,0,1.0,1.0,0.0,1.0
897,2026-04-16,Organic,Mobile,UK,Free,Landing,1.0,5.0,0.0,1.0,Export functionality is limited,2.0,0,1,0,0.0,0.0,0.0,5.0
898,2025-07-09,Paid,Desktop,USA,Free,Onboarding,3.0,26.0,3.0,2.0,Haven't used all features yet,3.7,0,1,1,1.0,0.0,0.0,10.0
899,2025-10-23,Organic,Desktop,USA,Free,Sign-up,3.0,22.0,1.0,0.0,Similar to other tools,2.6,0,1,0,0.0,0.0,0.0,2.0
900,2025-03-06,Paid,Mobile,USA,Free,Onboarding,3.0,29.0,3.0,1.0,Basic features work fine so far,3.7,0,1,1,,0.0,0.0,3.0
901,2025-01-02,Paid,Mobile,USA,Basic,Upgrade,15.0,121.0,19.0,,Data export works perfectly,4.3,1,0,1,,0.0,0.0,11.0
902,2025-02-08,Paid,Mobile,USA,Basic,Upgrade,16.0,101.0,14.0,0.0,Saves me hours every week,4.2,1,0,1,0.0,0.0,0.0,27.0
903,2025-12-31,Organic,Mobile,India,Free,Onboarding,7.0,24.0,2.0,0.0,Basic features work fine so far,3.1,0,1,1,1.0,0.0,0.0,8.0
904,2026-01-04,Organic,Mobile,USA,Free,Sign-up,3.0,24.0,0.0,0.0,Nothing exceptional,3.6,0,1,0,1.0,0.0,0.0,4.0
905,2026-01-28,Paid,Tablet,India,Free,First Feature Use,8.0,63.0,7.0,0.0,Meets minimum requirements,3.3,0,1,1,1.0,0.0,0.0,2.0
906,2025-08-01,Referral,Mobile,USA,Free,Landing,1.0,5.0,0.0,0.0,Export functionality is limited,2.2,0,1,0,0.0,0.0,0.0,5.0
907,2025-12-01,Paid,Desktop,Germany,Free,Sign-up,4.0,17.0,0.0,1.0,Not sure if I'll continue,3.3,0,1,0,0.0,,0.0,4.0
908,2026-01-04,Referral,Mobile,Canada,Free,Onboarding,6.0,22.0,3.0,1.0,Needs a few more integrations,3.6,0,1,1,2.0,0.0,0.0,3.0
909,2025-03-27,Paid,Desktop,USA,Free,Onboarding,4.0,34.0,3.0,2.0,Good enough for my use case,3.3,0,1,1,1.0,0.0,0.0,8.0
910,2025-06-17,Paid,Desktop,Canada,Basic,Upgrade,21.0,126.0,13.0,1.0,Love how everything is customisable,4.5,1,0,1,0.0,0.0,0.0,13.0
911,2026-02-26,Organic,Desktop,USA,Free,Onboarding,4.0,32.0,3.0,,Could be better but not terrible,3.5,0,1,1,1.0,1.0,0.0,5.0
912,2026-04-04,Organic,Tablet,India,Free,First Feature Use,6.0,60.0,5.0,1.0,Need more time before upgrading,3.5,0,1,1,0.0,0.0,,12.0
913,2025-10-29,Paid,Mobile,USA,Free,First Feature Use,7.0,50.0,6.0,0.0,Ok for basic use,2.9,0,1,1,0.0,0.0,0.0,7.0
914,2026-01-18,Organic,Mobile,UK,Free,Onboarding,6.0,36.0,3.0,0.0,Not sure if I'll continue,3.0,0,1,1,0.0,0.0,0.0,1.0
915,2025-07-25,Paid,Desktop,UK,Free,First Feature Use,11.0,30.0,6.0,0.0,Easy onboarding experience,4.6,0,1,1,0.0,0.0,0.0,14.0
916,2025-08-15,Organic,Desktop,USA,Free,Sign-up,4.0,20.0,1.0,0.0,Room for improvement in UI,2.9,0,1,0,0.0,,0.0,7.0
917,2025-10-22,Paid,Desktop,India,Free,Sign-up,4.0,10.0,1.0,0.0,Decent but not great,3.4,0,1,0,5.0,1.0,0.0,1.0
918,2025-04-30,Paid,Mobile,UK,Free,Sign-up,3.0,23.0,0.0,0.0,Need more time before upgrading,3.8,0,1,0,0.0,1.0,0.0,5.0
919,2025-10-30,Paid,Mobile,UK,Free,Landing,1.0,6.0,0.0,0.0,Steep learning curve,2.0,0,1,0,0.0,0.0,0.0,1.0
920,2026-03-28,Referral,Mobile,Canada,Free,Onboarding,7.0,27.0,3.0,0.0,Haven't used all features yet,2.8,0,1,1,2.0,0.0,0.0,6.0
921,2025-05-29,Organic,Desktop,Germany,Free,Sign-up,4.0,22.0,1.0,1.0,Decent but not great,3.1,0,1,0,0.0,0.0,0.0,6.0
922,2026-03-26,Organic,Tablet,Canada,Free,Sign-up,2.0,20.0,1.0,0.0,UI feels outdated,2.3,0,1,0,0.0,,0.0,1.0
923,2025-02-10,Organic,Desktop,Germany,Free,Landing,1.0,8.0,0.0,1.0,No offline access,1.8,0,1,0,0.0,0.0,0.0,6.0
924,2025-05-30,Referral,Mobile,USA,Free,Onboarding,3.0,38.0,1.0,0.0,It's fine for now,2.8,0,1,1,0.0,0.0,0.0,9.0
925,2025-05-07,Paid,Desktop,USA,Free,Sign-up,3.0,17.0,0.0,0.0,"Works as expected, nothing special",3.4,0,1,0,0.0,0.0,0.0,4.0
926,2026-02-19,Paid,Desktop,USA,Free,First Feature Use,8.0,63.0,4.0,1.0,Meets minimum requirements,3.2,0,1,1,0.0,1.0,0.0,11.0
927,2026-01-27,Organic,Mobile,Canada,Free,Landing,1.0,11.0,0.0,0.0,The onboarding tutorial was confusing,1.1,0,1,0,0.0,0.0,0.0,2.0
928,2025-10-22,Paid,Desktop,USA,Free,Onboarding,4.0,23.0,2.0,1.0,Could be better but not terrible,3.8,0,1,1,0.0,0.0,0.0,4.0
929,2025-01-03,Organic,Mobile,USA,Free,Landing,2.0,12.0,0.0,0.0,Billing system is confusing,2.5,0,1,0,1.0,0.0,0.0,6.0
930,2025-01-23,Paid,Mobile,USA,Free,First Feature Use,5.0,52.0,5.0,1.0,Will decide after trial ends,4.0,0,1,1,0.0,1.0,0.0,9.0
931,2025-01-28,Referral,Mobile,USA,Basic,Onboarding,3.0,35.0,1.0,0.0,Needs a few more integrations,2.8,0,0,1,0.0,1.0,5.0,5.0
932,2025-01-23,Paid,Desktop,USA,Free,First Feature Use,5.0,37.0,3.0,0.0,Meets minimum requirements,3.3,0,1,1,1.0,0.0,0.0,1.0
933,2025-03-20,Paid,Desktop,UK,Free,Sign-up,2.0,20.0,1.0,0.0,No offline access,2.4,0,1,0,0.0,0.0,0.0,8.0
934,2025-03-06,Paid,Desktop,USA,Free,Landing,1.0,14.0,0.0,0.0,Steep learning curve,1.4,0,1,0,0.0,0.0,0.0,5.0
935,2026-01-02,Paid,Desktop,UK,Free,Onboarding,4.0,24.0,1.0,0.0,"Works as expected, nothing special",3.4,0,1,1,0.0,1.0,0.0,6.0
936,2025-12-24,Organic,Mobile,India,Free,First Feature Use,7.0,63.0,6.0,1.0,Nothing exceptional,3.3,0,1,1,2.0,0.0,0.0,7.0
937,2025-01-26,Paid,Desktop,India,Free,Landing,1.0,10.0,0.0,0.0,Support response time is slow,1.5,0,1,0,0.0,0.0,0.0,2.0
938,2026-04-04,Organic,Mobile,USA,Free,Landing,1.0,6.0,0.0,0.0,Too many bugs on mobile,1.2,0,1,0,0.0,0.0,0.0,2.0
939,2025-06-02,Organic,Desktop,Germany,Free,Landing,2.0,9.0,0.0,0.0,Billing system is confusing,2.1,0,1,0,0.0,0.0,0.0,4.0
940,2025-08-18,Organic,Mobile,India,Free,First Feature Use,7.0,36.0,7.0,0.0,Average experience so far,3.9,0,1,1,2.0,0.0,0.0,10.0
941,2025-05-07,Paid,Desktop,USA,Free,First Feature Use,6.0,35.0,7.0,0.0,Ok for basic use,2.8,0,1,1,2.0,0.0,0.0,13.0
942,2025-08-27,Organic,Desktop,India,Free,Onboarding,6.0,37.0,3.0,0.0,Will evaluate again next month,3.0,0,1,1,0.0,0.0,0.0,
943,2025-09-17,Paid,Desktop,India,Free,Onboarding,4.0,38.0,3.0,0.0,Decent but not great,3.7,0,1,1,0.0,0.0,0.0,2.0
944,2025-12-02,Organic,Desktop,USA,Free,Sign-up,4.0,14.0,1.0,0.0,Decent but not great,3.9,0,1,0,0.0,1.0,0.0,2.0
945,2026-03-03,Organic,Mobile,USA,Free,Sign-up,3.0,20.0,1.0,0.0,Nothing exceptional,3.5,0,1,0,0.0,0.0,0.0,3.0
946,2026-01-28,Paid,Desktop,UK,Premium,Upgrade,14.0,117.0,17.0,0.0,Helped our team productivity,4.3,1,0,1,1.0,1.0,0.0,15.0
947,2026-04-20,Organic,Mobile,India,Free,First Feature Use,5.0,64.0,6.0,1.0,Haven't used all features yet,3.9,0,1,1,0.0,1.0,0.0,2.0
948,2025-05-29,Paid,Tablet,USA,Premium,Upgrade,24.0,111.0,7.0,1.0,Onboarding tutorial was straightforward,4.9,1,0,1,1.0,0.0,0.0,14.0
949,2026-02-24,Paid,Desktop,India,Free,Landing,2.0,12.0,0.0,0.0,Frequent downtime,1.0,0,1,0,0.0,0.0,0.0,2.0
950,2025-06-25,Referral,Mobile,USA,Basic,Onboarding,6.0,24.0,2.0,0.0,Learning curve is medium,3.2,0,0,1,0.0,1.0,12.0,12.0
951,2025-12-08,Paid,Desktop,UK,Free,Onboarding,4.0,37.0,2.0,0.0,Ok for basic use,2.5,0,1,1,0.0,0.0,0.0,5.0
952,2026-04-25,Organic,Desktop,USA,Free,Landing,2.0,8.0,0.0,0.0,Too many steps during setup process,1.6,0,1,0,0.0,0.0,0.0,1.0
953,2025-04-18,Organic,Tablet,USA,Free,Landing,2.0,7.0,0.0,0.0,Pricing feels too expensive,2.0,0,1,0,0.0,0.0,0.0,2.0
954,2026-01-08,Organic,Desktop,Germany,Free,Landing,2.0,7.0,0.0,0.0,Mobile app crashes while exporting reports,2.3,0,1,0,0.0,0.0,,5.0
955,2025-10-20,Referral,Mobile,India,Premium,Upgrade,18.0,100.0,9.0,2.0,Worth every penny,4.8,1,0,1,0.0,0.0,0.0,21.0
956,2025-04-06,Organic,Mobile,USA,Free,Landing,1.0,7.0,0.0,0.0,Too many steps during setup process,1.5,0,1,0,0.0,0.0,0.0,6.0
957,2025-11-03,Organic,Mobile,USA,Free,Sign-up,4.0,15.0,1.0,0.0,Decent but not great,3.7,0,1,0,1.0,0.0,0.0,3.0
958,2025-07-18,Organic,Desktop,India,Basic,Upgrade,15.0,73.0,12.0,0.0,Data export works perfectly,4.2,1,0,1,0.0,0.0,0.0,4.0
959,2025-08-25,Referral,Desktop,India,Free,Onboarding,6.0,21.0,1.0,0.0,Average experience so far,3.0,0,1,1,0.0,0.0,0.0,8.0
960,2026-01-02,Organic,Mobile,India,Free,Landing,2.0,10.0,0.0,0.0,Cannot customize reports enough,1.2,0,1,0,1.0,0.0,0.0,3.0
961,2025-10-11,Referral,Desktop,UK,Free,Sign-up,3.0,16.0,1.0,1.0,Standard SaaS experience,3.5,0,1,0,0.0,0.0,0.0,5.0
962,2026-01-01,Organic,Desktop,Canada,Free,Sign-up,4.0,17.0,0.0,,Meets minimum requirements,3.1,0,1,0,0.0,0.0,0.0,6.0
963,2026-04-25,Organic,Mobile,India,Free,Sign-up,2.0,17.0,0.0,0.0,Frequent downtime,1.3,0,1,0,3.0,0.0,0.0,1.0
964,2026-01-16,Organic,Mobile,USA,Premium,Upgrade,13.0,79.0,15.0,1.0,Customer support was excellent,4.9,1,0,1,0.0,0.0,0.0,3.0
965,2025-06-16,Referral,Mobile,UK,Free,First Feature Use,7.0,62.0,5.0,0.0,Basic features work fine so far,2.8,0,1,1,1.0,1.0,0.0,3.0
966,2025-05-17,Referral,Mobile,USA,Premium,Upgrade,11.0,110.0,9.0,,The dashboard analytics are extremely useful,4.8,1,0,1,0.0,1.0,0.0,2.0
967,2025-05-03,Organic,Mobile,India,Free,Landing,2.0,7.0,0.0,0.0,No dark mode,2.4,0,1,0,0.0,0.0,0.0,1.0
968,2025-11-26,Organic,Mobile,USA,Free,Sign-up,2.0,10.0,0.0,0.0,Frequent downtime,,0,1,0,0.0,0.0,0.0,1.0
969,2025-05-08,Paid,Desktop,USA,Basic,Upgrade,24.0,136.0,14.0,0.0,Support team solved my issue quickly,4.7,1,0,1,0.0,0.0,0.0,4.0
970,2025-05-02,Organic,Mobile,USA,Basic,Onboarding,3.0,36.0,1.0,0.0,"Works as expected, nothing special",3.8,0,0,1,0.0,0.0,14.0,7.0
971,2026-03-14,Organic,Mobile,USA,Basic,Upgrade,21.0,74.0,10.0,1.0,Feature updates are frequent and useful,5.0,1,0,1,0.0,0.0,0.0,23.0
972,2025-02-19,Organic,Mobile,USA,Free,Sign-up,4.0,18.0,1.0,1.0,Still evaluating whether premium is worth it,2.9,0,1,0,0.0,0.0,0.0,4.0
973,2025-10-20,,Mobile,India,Free,Onboarding,6.0,37.0,3.0,0.0,Learning curve is medium,2.5,0,1,1,1.0,0.0,0.0,8.0
974,2025-01-21,Organic,Mobile,USA,Free,First Feature Use,5.0,48.0,5.0,0.0,"Works as expected, nothing special",3.2,0,1,1,0.0,0.0,0.0,19.0
975,2026-02-06,Organic,Mobile,UK,Free,First Feature Use,10.0,,7.0,0.0,Highly recommend to other teams,4.2,0,1,1,3.0,0.0,0.0,2.0
976,2025-02-22,Organic,Desktop,UK,Free,Landing,2.0,8.0,0.0,,Support response time is slow,1.9,0,1,0,0.0,0.0,0.0,
977,2026-04-16,Referral,Desktop,UK,Free,Onboarding,6.0,32.0,1.0,0.0,Still exploring features,3.1,0,1,1,1.0,0.0,0.0,5.0
978,2025-12-25,Organic,Mobile,UK,Free,Landing,1.0,,0.0,0.0,App crashes during report export,1.7,0,1,0,0.0,0.0,,5.0
979,2026-02-03,Paid,Desktop,USA,Free,Sign-up,3.0,14.0,1.0,0.0,Could be better but not terrible,3.3,0,1,0,0.0,0.0,0.0,2.0
980,2025-02-10,Organic,Mobile,USA,Free,First Feature Use,7.0,35.0,3.0,1.0,Will decide after trial ends,2.8,0,1,1,0.0,1.0,0.0,8.0
981,2025-08-15,Paid,Mobile,India,Free,Sign-up,3.0,12.0,0.0,0.0,Good enough for my use case,2.5,0,1,0,0.0,0.0,0.0,1.0
982,2025-05-28,Organic,Desktop,UK,Free,Sign-up,4.0,13.0,1.0,0.0,Meets minimum requirements,3.4,0,1,0,0.0,1.0,0.0,9.0
983,2025-03-25,Paid,Desktop,India,Free,First Feature Use,6.0,45.0,3.0,1.0,Could be better but not terrible,3.2,0,1,1,1.0,1.0,0.0,10.0
